application_id,customer_id,application_date,channel,applicant_age,employment_type,housing_status,annual_income,credit_score,risk_tier,debt_to_income_ratio,loan_purpose,loan_amount,loan_term_months,interest_rate_pct,final_stage_reached,application_status,portfolio_loan_status,outstanding_balance,total_funnel_duration_hours
APP-011171,CUST-011171,2023-08-07,Affiliate Partner,22,Full-Time,Rent,93713,759,Tier A (Excellent),0.368,Home Improvement,18000,36,8.46,Disbursed,Active/Funded,Current (Good Standing),11000.0,75.98
APP-011172,CUST-011172,2022-07-01,Mobile App,38,Full-Time,Mortgage,38435,693,Tier C (Fair),0.506,Personal,22500,36,16.04,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,37.42
APP-011173,CUST-011173,2023-05-14,Direct Web,39,Self-Employed,Mortgage,71926,750,Tier A (Excellent),0.399,Personal,20500,60,8.56,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,20.22
APP-011174,CUST-011174,2024-06-10,Mobile App,35,Full-Time,Mortgage,37390,814,Tier A (Excellent),0.05,Home Improvement,14000,36,6.8,Disbursed,Active/Funded,Current (Good Standing),12444.44,121.75
APP-011175,CUST-011175,2022-03-05,Mobile App,34,Full-Time,Rent,65374,701,Tier B (Good),0.398,Home Improvement,32500,60,11.58,Disbursed,Active/Funded,Current (Good Standing),15166.67,102.74
APP-011176,CUST-011176,2023-10-28,Broker Aggregator,33,Full-Time,Mortgage,67402,641,Tier C (Fair),0.197,Home Improvement,27000,36,15.11,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,37.18
APP-011177,CUST-011177,2023-08-22,Mobile App,41,Full-Time,Rent,104238,832,Tier A (Excellent),0.312,Debt Consolidation,27000,36,8.45,Disbursed,Active/Funded,Current (Good Standing),16500.0,94.22
APP-011178,CUST-011178,2022-01-04,Direct Web,21,Unemployed,Own,26003,708,Tier B (Good),0.28,Debt Consolidation,32000,60,11.13,Disbursed,Active/Funded,Current (Good Standing),13866.67,96.08
APP-011179,CUST-011179,2023-09-04,Direct Web,48,Full-Time,Rent,73231,739,Tier B (Good),0.388,Home Improvement,27000,36,11.74,Credit Approved,Offer Declined,Offer_Rejected,0.0,87.0
APP-011180,CUST-011180,2022-07-18,Direct Web,27,Full-Time,Mortgage,54774,622,Tier D (Subprime),0.444,Small Business,22500,60,22.33,Disbursed,Active/Funded,Current (Good Standing),12375.0,120.19
APP-011181,CUST-011181,2023-05-02,Affiliate Partner,46,Full-Time,Mortgage,36420,796,Tier A (Excellent),0.347,Personal,9500,60,9.39,Disbursed,Active/Funded,Current (Good Standing),6650.0,165.94
APP-011182,CUST-011182,2022-09-05,Broker Aggregator,32,Part-Time,Rent,34784,793,Tier A (Excellent),0.222,Personal,8500,60,7.75,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,28.18
APP-011183,CUST-011183,2022-11-11,Mobile App,47,Full-Time,Rent,115549,671,Tier C (Fair),0.28,Small Business,31000,60,16.03,Document Verification,Credit Declined,Declined_Credit,0.0,55.72
APP-011184,CUST-011184,2022-05-13,Mobile App,21,Full-Time,Own,60848,609,Tier D (Subprime),0.265,Auto Refinance,25500,60,21.56,Credit Approved,Offer Declined,Offer_Rejected,0.0,89.95
APP-011185,CUST-011185,2022-04-21,Direct Web,21,Full-Time,Mortgage,44191,706,Tier B (Good),0.339,Debt Consolidation,11500,60,10.76,Disbursed,Active/Funded,Default / Charge-Off (90+ DPD),5389.89,147.58
APP-011186,CUST-011186,2023-01-01,Mobile App,37,Self-Employed,Mortgage,64392,703,Tier B (Good),0.584,Auto Refinance,12500,36,12.52,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,18.66
APP-011187,CUST-011187,2024-04-22,Mobile App,44,Full-Time,Mortgage,44489,637,Tier D (Subprime),0.25,Home Improvement,31000,60,21.25,Credit Approved,Offer Declined,Offer_Rejected,0.0,83.02
APP-011188,CUST-011188,2023-02-04,Affiliate Partner,39,Full-Time,Rent,85462,735,Tier B (Good),0.136,Personal,16000,36,10.53,Disbursed,Active/Funded,Current (Good Standing),7111.11,128.7
APP-011189,CUST-011189,2022-03-23,Mobile App,32,Full-Time,Rent,42158,679,Tier C (Fair),0.248,Debt Consolidation,13000,60,14.81,Document Verification,Credit Declined,Declined_Credit,0.0,44.77
APP-011190,CUST-011190,2022-11-02,Mobile App,40,Full-Time,Rent,49789,691,Tier C (Fair),0.287,Debt Consolidation,15000,36,15.49,Disbursed,Active/Funded,Current (Good Standing),5000.0,122.24
APP-011191,CUST-011191,2023-07-03,Direct Web,21,Full-Time,Rent,45994,646,Tier C (Fair),0.194,Personal,28500,60,15.25,Lead Captured,Abandoned,Incomplete,0.0,3.47
APP-011192,CUST-011192,2023-03-06,Affiliate Partner,43,Full-Time,Mortgage,50866,648,Tier C (Fair),0.371,Debt Consolidation,14000,60,16.57,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,18.39
APP-011193,CUST-011193,2024-04-20,Direct Web,60,Full-Time,Own,59840,758,Tier A (Excellent),0.476,Debt Consolidation,26500,60,9.19,Disbursed,Active/Funded,Current (Good Standing),23850.0,87.07
APP-011194,CUST-011194,2022-11-25,Direct Web,39,Self-Employed,Rent,44894,700,Tier B (Good),0.299,Home Improvement,12500,36,11.66,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,31.43
APP-011195,CUST-011195,2022-12-01,Affiliate Partner,41,Full-Time,Mortgage,46635,732,Tier B (Good),0.138,Personal,29500,60,10.64,Disbursed,Active/Funded,Current (Good Standing),18191.67,137.71
APP-011196,CUST-011196,2022-03-20,Direct Web,34,Full-Time,Mortgage,109025,695,Tier C (Fair),0.311,Personal,4500,60,16.08,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,29.88
APP-011197,CUST-011197,2024-01-08,Broker Aggregator,31,Part-Time,Mortgage,52656,580,Tier D (Subprime),0.335,Debt Consolidation,25500,60,22.42,Lead Captured,Abandoned,Incomplete,0.0,3.64
APP-011198,CUST-011198,2024-09-10,Mobile App,38,Full-Time,Rent,28507,662,Tier C (Fair),0.463,Personal,17000,60,15.92,Credit Approved,Offer Declined,Offer_Rejected,0.0,104.9
APP-011199,CUST-011199,2022-11-23,Affiliate Partner,37,Full-Time,Mortgage,146939,723,Tier B (Good),0.386,Personal,17500,60,11.06,Credit Approved,Offer Declined,Offer_Rejected,0.0,74.28
APP-011200,CUST-011200,2022-02-20,Direct Web,32,Unemployed,Mortgage,29598,664,Tier C (Fair),0.462,Small Business,18000,60,16.64,Document Verification,Credit Declined,Declined_Credit,0.0,27.27
APP-011201,CUST-011201,2023-03-21,Direct Web,35,Part-Time,Mortgage,33133,559,Tier E (Deep Subprime),0.468,Home Improvement,10000,36,29.18,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,21.71
APP-011202,CUST-011202,2023-05-31,Direct Web,57,Contractor,Mortgage,32719,681,Tier C (Fair),0.347,Debt Consolidation,33500,60,16.14,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,8.32
APP-011203,CUST-011203,2023-04-30,Broker Aggregator,31,Part-Time,Rent,26994,653,Tier C (Fair),0.388,Personal,16500,60,16.71,Document Verification,Credit Declined,Declined_Credit,0.0,57.38
APP-011204,CUST-011204,2023-10-26,Broker Aggregator,35,Full-Time,Rent,42257,679,Tier C (Fair),0.399,Personal,20500,36,16.25,Disbursed,Active/Funded,Current (Good Standing),13666.67,94.38
APP-011205,CUST-011205,2024-10-22,Mobile App,32,Self-Employed,Rent,43336,643,Tier C (Fair),0.363,Personal,37000,60,15.8,Disbursed,Active/Funded,Delinquent (60-89 DPD),29877.72,91.72
APP-011206,CUST-011206,2023-02-11,Mobile App,39,Full-Time,Own,101667,686,Tier C (Fair),0.25,Debt Consolidation,16000,36,15.81,Lead Captured,Abandoned,Incomplete,0.0,2.75
APP-011207,CUST-011207,2024-09-22,Mobile App,44,Part-Time,Rent,30505,686,Tier C (Fair),0.185,Home Improvement,34000,36,14.55,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,29.57
APP-011208,CUST-011208,2024-02-22,Mobile App,41,Full-Time,Rent,78879,718,Tier B (Good),0.453,Personal,16500,36,11.8,Disbursed,Active/Funded,Current (Good Standing),12833.33,106.95
APP-011209,CUST-011209,2024-05-26,Mobile App,39,Full-Time,Mortgage,59417,681,Tier C (Fair),0.324,Personal,12500,60,15.48,Disbursed,Active/Funded,Current (Good Standing),11458.33,110.7
APP-011210,CUST-011210,2023-10-21,Mobile App,38,Self-Employed,Mortgage,50723,614,Tier D (Subprime),0.24,Personal,20500,36,21.4,Document Verification,Credit Declined,Declined_Credit,0.0,70.89
APP-011211,CUST-011211,2022-01-30,Mobile App,39,Full-Time,Mortgage,38373,724,Tier B (Good),0.537,Debt Consolidation,40500,60,11.69,Document Verification,Credit Declined,Declined_Credit,0.0,47.77
APP-011212,CUST-011212,2024-08-06,Direct Web,21,Full-Time,Rent,95393,588,Tier D (Subprime),0.248,Personal,9500,36,21.85,Document Verification,Credit Declined,Declined_Credit,0.0,31.91
APP-011213,CUST-011213,2022-04-27,Direct Web,26,Full-Time,Rent,72654,711,Tier B (Good),0.285,Debt Consolidation,15500,60,11.24,Disbursed,Active/Funded,Current (Good Standing),7750.0,158.84
APP-011214,CUST-011214,2022-07-28,Direct Web,46,Self-Employed,Rent,129141,716,Tier B (Good),0.256,Home Improvement,25000,36,10.57,Lead Captured,Abandoned,Incomplete,0.0,1.57
APP-011215,CUST-011215,2022-04-23,Mobile App,60,Full-Time,Mortgage,67067,675,Tier C (Fair),0.38,Personal,22500,60,15.87,Credit Approved,Offer Declined,Offer_Rejected,0.0,56.8
APP-011216,CUST-011216,2024-01-23,Direct Web,35,Full-Time,Rent,42054,509,Tier E (Deep Subprime),0.411,Auto Refinance,12500,60,29.08,Disbursed,Active/Funded,Current (Good Standing),10625.0,72.44
APP-011217,CUST-011217,2023-04-24,Mobile App,27,Full-Time,Rent,52098,637,Tier D (Subprime),0.222,Debt Consolidation,9500,60,21.38,Lead Captured,Abandoned,Incomplete,0.0,0.52
APP-011218,CUST-011218,2024-09-25,Mobile App,26,Full-Time,Own,36578,679,Tier C (Fair),0.337,Auto Refinance,18000,36,16.12,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,13.74
APP-011219,CUST-011219,2023-12-14,Direct Web,38,Self-Employed,Rent,43937,749,Tier B (Good),0.302,Debt Consolidation,22000,36,11.22,Disbursed,Active/Funded,Current (Good Standing),15888.89,157.37
APP-011220,CUST-011220,2024-08-10,Direct Web,46,Full-Time,Mortgage,28301,670,Tier C (Fair),0.331,Small Business,17000,36,16.29,Disbursed,Active/Funded,Current (Good Standing),16055.56,123.42
APP-011221,CUST-011221,2024-07-21,Mobile App,35,Part-Time,Mortgage,24219,712,Tier B (Good),0.181,Home Improvement,42000,36,10.57,Lead Captured,Abandoned,Incomplete,0.0,0.4
APP-011222,CUST-011222,2023-01-21,Direct Web,21,Full-Time,Mortgage,21860,696,Tier C (Fair),0.445,Personal,14000,60,16.25,Lead Captured,Abandoned,Incomplete,0.0,1.75
APP-011223,CUST-011223,2023-11-08,Affiliate Partner,49,Contractor,Mortgage,18000,810,Tier A (Excellent),0.316,Auto Refinance,14500,60,8.18,Disbursed,Active/Funded,Current (Good Standing),11841.67,107.68
APP-011224,CUST-011224,2023-12-25,Direct Web,47,Full-Time,Mortgage,38046,685,Tier C (Fair),0.31,Personal,6500,36,15.8,Credit Approved,Offer Declined,Offer_Rejected,0.0,98.08
APP-011225,CUST-011225,2022-07-03,Direct Web,44,Part-Time,Mortgage,19872,661,Tier C (Fair),0.429,Debt Consolidation,22500,36,16.81,Disbursed,Active/Funded,Current (Good Standing),5000.0,95.1
APP-011226,CUST-011226,2022-03-31,Mobile App,43,Full-Time,Rent,70187,691,Tier C (Fair),0.349,Debt Consolidation,5500,60,15.81,Credit Approved,Offer Declined,Offer_Rejected,0.0,105.92
APP-011227,CUST-011227,2024-01-26,Mobile App,45,Full-Time,Rent,55726,606,Tier D (Subprime),0.413,Debt Consolidation,35500,60,22.65,Lead Captured,Abandoned,Incomplete,0.0,1.78
APP-011228,CUST-011228,2024-06-23,Affiliate Partner,24,Full-Time,Mortgage,58710,737,Tier B (Good),0.423,Debt Consolidation,30500,36,11.69,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,17.73
APP-011229,CUST-011229,2022-10-23,Mobile App,34,Full-Time,Rent,74612,720,Tier B (Good),0.333,Auto Refinance,21000,36,11.36,Document Verification,Credit Declined,Declined_Credit,0.0,52.97
APP-011230,CUST-011230,2022-08-28,Mobile App,28,Self-Employed,Own,118160,645,Tier C (Fair),0.218,Debt Consolidation,9000,60,14.75,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,7.74
APP-011231,CUST-011231,2023-08-28,Affiliate Partner,52,Part-Time,Rent,28808,816,Tier A (Excellent),0.457,Personal,40500,36,9.01,Disbursed,Active/Funded,Current (Good Standing),24750.0,111.6
APP-011232,CUST-011232,2023-05-08,Direct Web,42,Full-Time,Mortgage,67740,612,Tier D (Subprime),0.249,Personal,40500,36,21.45,Document Verification,Credit Declined,Declined_Credit,0.0,53.85
APP-011233,CUST-011233,2022-05-17,Broker Aggregator,35,Full-Time,Rent,31076,708,Tier B (Good),0.378,Auto Refinance,16500,60,11.55,Document Verification,Credit Declined,Declined_Credit,0.0,73.93
APP-011234,CUST-011234,2023-01-21,Direct Web,26,Self-Employed,Rent,146987,619,Tier D (Subprime),0.24,Debt Consolidation,21500,60,21.18,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,38.53
APP-011235,CUST-011235,2022-07-24,Direct Web,49,Full-Time,Rent,51636,659,Tier C (Fair),0.303,Personal,14500,60,15.85,Document Verification,Credit Declined,Declined_Credit,0.0,23.72
APP-011236,CUST-011236,2024-05-17,Direct Web,42,Contractor,Rent,22408,629,Tier D (Subprime),0.375,Debt Consolidation,14500,60,22.2,Disbursed,Active/Funded,Current (Good Standing),13291.67,88.72
APP-011237,CUST-011237,2022-06-19,Direct Web,22,Full-Time,Rent,32781,709,Tier B (Good),0.299,Debt Consolidation,8000,60,10.7,Disbursed,Active/Funded,Current (Good Standing),4266.67,110.36
APP-011238,CUST-011238,2022-12-25,Direct Web,21,Self-Employed,Mortgage,80594,726,Tier B (Good),0.419,Personal,36500,60,12.14,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,34.14
APP-011239,CUST-011239,2023-04-22,Direct Web,39,Unemployed,Mortgage,29197,603,Tier D (Subprime),0.319,Personal,29000,36,22.37,Document Verification,Credit Declined,Declined_Credit,0.0,61.6
APP-011240,CUST-011240,2022-04-08,Direct Web,35,Full-Time,Mortgage,80015,646,Tier C (Fair),0.228,Small Business,6000,60,15.92,Lead Captured,Abandoned,Incomplete,0.0,2.17
APP-011241,CUST-011241,2023-07-16,Mobile App,31,Contractor,Rent,21900,700,Tier B (Good),0.2,Personal,14000,36,9.99,Lead Captured,Abandoned,Incomplete,0.0,2.62
APP-011242,CUST-011242,2023-06-11,Affiliate Partner,39,Part-Time,Mortgage,32092,738,Tier B (Good),0.223,Auto Refinance,43000,36,10.85,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,19.41
APP-011243,CUST-011243,2024-01-23,Mobile App,25,Full-Time,Rent,102243,682,Tier C (Fair),0.411,Personal,27000,60,16.53,Credit Approved,Offer Declined,Offer_Rejected,0.0,70.62
APP-011244,CUST-011244,2024-10-24,Direct Web,44,Part-Time,Mortgage,25948,734,Tier B (Good),0.169,Small Business,6500,36,10.38,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,11.45
APP-011245,CUST-011245,2022-11-10,Direct Web,50,Full-Time,Rent,61319,762,Tier A (Excellent),0.566,Personal,12000,36,9.44,Document Verification,Credit Declined,Declined_Credit,0.0,54.51
APP-011246,CUST-011246,2022-10-17,Affiliate Partner,32,Full-Time,Mortgage,67993,602,Tier D (Subprime),0.45,Debt Consolidation,8500,60,22.95,Document Verification,Credit Declined,Declined_Credit,0.0,50.57
APP-011247,CUST-011247,2022-06-17,Broker Aggregator,42,Full-Time,Rent,66027,662,Tier C (Fair),0.211,Personal,35500,60,14.9,Disbursed,Active/Funded,Current (Good Standing),18933.33,85.29
APP-011248,CUST-011248,2024-03-15,Direct Web,53,Full-Time,Own,76093,703,Tier B (Good),0.457,Home Improvement,21500,60,11.6,Disbursed,Active/Funded,Current (Good Standing),18991.67,118.07
APP-011249,CUST-011249,2023-01-22,Direct Web,32,Full-Time,Rent,77281,756,Tier A (Excellent),0.263,Debt Consolidation,31500,36,8.12,Document Verification,Credit Declined,Declined_Credit,0.0,55.17
APP-011250,CUST-011250,2022-08-19,Mobile App,42,Full-Time,Mortgage,42060,725,Tier B (Good),0.219,Home Improvement,21500,60,10.6,Disbursed,Active/Funded,Delinquent (30-59 DPD),17484.09,92.78
APP-011251,CUST-011251,2022-03-01,Direct Web,21,Full-Time,Rent,35472,638,Tier D (Subprime),0.352,Debt Consolidation,15500,36,21.89,Lead Captured,Abandoned,Incomplete,0.0,3.2
APP-011252,CUST-011252,2024-08-16,Mobile App,45,Full-Time,Other,38842,627,Tier D (Subprime),0.374,Debt Consolidation,8500,60,21.76,Disbursed,Active/Funded,Current (Good Standing),8216.67,101.33
APP-011253,CUST-011253,2024-08-28,Mobile App,29,Full-Time,Mortgage,43892,631,Tier D (Subprime),0.362,Home Improvement,16000,60,22.08,Disbursed,Active/Funded,Current (Good Standing),15733.33,136.42
APP-011254,CUST-011254,2024-01-04,Broker Aggregator,31,Self-Employed,Mortgage,75391,535,Tier E (Deep Subprime),0.411,Debt Consolidation,22500,60,28.63,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,28.4
APP-011255,CUST-011255,2023-04-03,Mobile App,43,Full-Time,Rent,50666,690,Tier C (Fair),0.196,Home Improvement,17000,60,15.76,Disbursed,Active/Funded,Current (Good Standing),11616.67,106.73
APP-011256,CUST-011256,2022-01-06,Affiliate Partner,29,Self-Employed,Mortgage,117059,805,Tier A (Excellent),0.56,Debt Consolidation,12000,60,9.63,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,29.7
APP-011257,CUST-011257,2024-02-21,Direct Web,43,Full-Time,Rent,28595,716,Tier B (Good),0.406,Home Improvement,13000,60,11.63,Disbursed,Active/Funded,Current (Good Standing),11266.67,127.49
APP-011258,CUST-011258,2024-09-17,Direct Web,52,Part-Time,Mortgage,35123,804,Tier A (Excellent),0.336,Auto Refinance,12000,60,8.5,Disbursed,Active/Funded,Current (Good Standing),11800.0,109.72
APP-011259,CUST-011259,2023-07-08,Direct Web,51,Self-Employed,Mortgage,25862,809,Tier A (Excellent),0.266,Auto Refinance,34000,60,9.12,Disbursed,Active/Funded,Current (Good Standing),25500.0,102.55
APP-011260,CUST-011260,2024-08-08,Direct Web,42,Contractor,Rent,29058,704,Tier B (Good),0.229,Auto Refinance,19500,36,10.22,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,35.7
APP-011261,CUST-011261,2024-07-27,Affiliate Partner,32,Full-Time,Rent,29682,633,Tier D (Subprime),0.361,Debt Consolidation,24500,36,21.3,Disbursed,Active/Funded,Default / Charge-Off (90+ DPD),17156.51,61.89
APP-011262,CUST-011262,2023-11-28,Direct Web,34,Full-Time,Mortgage,43478,740,Tier B (Good),0.3,Home Improvement,16500,60,11.39,Disbursed,Active/Funded,Current (Good Standing),13475.0,125.79
APP-011263,CUST-011263,2023-04-08,Direct Web,28,Full-Time,Rent,48768,797,Tier A (Excellent),0.093,Auto Refinance,17000,36,7.53,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,14.35
APP-011264,CUST-011264,2023-02-02,Affiliate Partner,42,Part-Time,Own,25238,761,Tier A (Excellent),0.491,Personal,15500,60,10.08,Document Verification,Credit Declined,Declined_Credit,0.0,50.75
APP-011265,CUST-011265,2023-01-13,Affiliate Partner,42,Self-Employed,Rent,105129,627,Tier D (Subprime),0.508,Personal,39000,60,22.92,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,21.07
APP-011266,CUST-011266,2022-12-10,Direct Web,21,Full-Time,Mortgage,40412,714,Tier B (Good),0.33,Auto Refinance,28000,60,11.9,Lead Captured,Abandoned,Incomplete,0.0,2.8
APP-011267,CUST-011267,2024-06-21,Direct Web,21,Self-Employed,Rent,120548,764,Tier A (Excellent),0.65,Personal,40500,60,9.92,Document Verification,Credit Declined,Declined_Credit,0.0,82.0
APP-011268,CUST-011268,2023-05-02,Mobile App,29,Full-Time,Mortgage,39541,715,Tier B (Good),0.469,Debt Consolidation,30000,60,12.61,Disbursed,Active/Funded,Current (Good Standing),21000.0,149.5
APP-011269,CUST-011269,2023-04-25,Direct Web,51,Self-Employed,Mortgage,79103,648,Tier C (Fair),0.278,Home Improvement,12000,60,15.83,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,16.66
APP-011270,CUST-011270,2023-12-19,Direct Web,28,Full-Time,Other,39914,661,Tier C (Fair),0.31,Personal,25500,60,15.43,Disbursed,Active/Funded,Delinquent (30-59 DPD),20637.35,128.21
APP-011271,CUST-011271,2022-06-20,Broker Aggregator,35,Self-Employed,Rent,160508,740,Tier B (Good),0.614,Personal,28000,36,12.64,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,22.15
APP-011272,CUST-011272,2024-03-21,Direct Web,42,Full-Time,Rent,54092,597,Tier D (Subprime),0.272,Small Business,10500,60,21.46,Document Verification,Credit Declined,Declined_Credit,0.0,82.26
APP-011273,CUST-011273,2024-03-23,Broker Aggregator,40,Full-Time,Mortgage,46224,822,Tier A (Excellent),0.268,Personal,9000,60,8.22,Disbursed,Active/Funded,Current (Good Standing),7950.0,128.82
APP-011274,CUST-011274,2024-06-04,Direct Web,36,Part-Time,Mortgage,18000,619,Tier D (Subprime),0.314,Debt Consolidation,26000,60,21.16,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,14.23
APP-011275,CUST-011275,2024-06-20,Mobile App,51,Full-Time,Rent,58591,662,Tier C (Fair),0.285,Personal,9000,60,15.86,Credit Approved,Offer Declined,Offer_Rejected,0.0,82.43
APP-011276,CUST-011276,2023-07-27,Broker Aggregator,44,Full-Time,Rent,42403,744,Tier B (Good),0.474,Debt Consolidation,21500,36,12.56,Disbursed,Active/Funded,Current (Good Standing),12541.67,147.31
APP-011277,CUST-011277,2022-07-22,Direct Web,50,Self-Employed,Mortgage,33219,819,Tier A (Excellent),0.136,Home Improvement,13500,36,7.54,Disbursed,Active/Funded,Current (Good Standing),3375.0,90.76
APP-011278,CUST-011278,2022-07-13,Mobile App,31,Part-Time,Rent,22035,607,Tier D (Subprime),0.349,Debt Consolidation,20500,60,22.08,Disbursed,Active/Funded,Current (Good Standing),11275.0,111.57
APP-011279,CUST-011279,2023-11-03,Direct Web,30,Full-Time,Mortgage,74045,557,Tier E (Deep Subprime),0.293,Small Business,28500,36,29.09,Disbursed,Active/Funded,Delinquent (60-89 DPD),16169.02,153.25
APP-011280,CUST-011280,2022-06-15,Direct Web,42,Full-Time,Rent,93711,703,Tier B (Good),0.51,Debt Consolidation,30500,36,12.58,Disbursed,Active/Funded,Current (Good Standing),6777.78,97.98
APP-011281,CUST-011281,2023-09-19,Direct Web,39,Full-Time,Mortgage,41209,716,Tier B (Good),0.343,Personal,31500,36,11.77,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,22.87
APP-011282,CUST-011282,2024-10-19,Direct Web,42,Part-Time,Mortgage,53849,652,Tier C (Fair),0.274,Home Improvement,34500,60,15.44,Disbursed,Active/Funded,Current (Good Standing),33925.0,121.15
APP-011283,CUST-011283,2022-02-10,Direct Web,49,Self-Employed,Mortgage,42921,683,Tier C (Fair),0.342,Home Improvement,29000,36,15.24,Credit Approved,Offer Declined,Offer_Rejected,0.0,87.57
APP-011284,CUST-011284,2024-09-05,Mobile App,52,Full-Time,Rent,22772,811,Tier A (Excellent),0.234,Debt Consolidation,20000,36,8.03,Disbursed,Active/Funded,Current (Good Standing),19444.44,59.38
APP-011285,CUST-011285,2022-08-21,Affiliate Partner,46,Full-Time,Mortgage,61264,592,Tier D (Subprime),0.65,Personal,23500,60,23.62,Disbursed,Active/Funded,Current (Good Standing),13316.67,120.92
APP-011286,CUST-011286,2023-02-15,Broker Aggregator,52,Full-Time,Rent,33826,646,Tier C (Fair),0.485,Debt Consolidation,18500,60,16.74,Document Verification,Credit Declined,Declined_Credit,0.0,43.05
APP-011287,CUST-011287,2024-08-09,Direct Web,22,Full-Time,Mortgage,45846,684,Tier C (Fair),0.387,Debt Consolidation,17500,60,16.01,Disbursed,Active/Funded,Delinquent (60-89 DPD),9789.26,119.49
APP-011288,CUST-011288,2022-10-05,Affiliate Partner,31,Full-Time,Mortgage,18000,741,Tier B (Good),0.303,Home Improvement,40000,36,11.19,Document Verification,Credit Declined,Declined_Credit,0.0,48.47
APP-011289,CUST-011289,2024-01-29,Mobile App,33,Unemployed,Mortgage,31621,584,Tier D (Subprime),0.05,Personal,29000,60,20.84,Document Verification,Credit Declined,Declined_Credit,0.0,56.66
APP-011290,CUST-011290,2023-01-04,Mobile App,47,Full-Time,Rent,57798,734,Tier B (Good),0.391,Personal,15500,36,12.11,Document Verification,Credit Declined,Declined_Credit,0.0,40.89
APP-011291,CUST-011291,2022-06-15,Affiliate Partner,50,Full-Time,Rent,49583,734,Tier B (Good),0.376,Personal,26500,36,11.2,Disbursed,Active/Funded,Current (Good Standing),5888.89,151.77
APP-011292,CUST-011292,2022-01-14,Mobile App,37,Full-Time,Mortgage,59516,669,Tier C (Fair),0.501,Personal,29000,36,16.41,Disbursed,Active/Funded,Current (Good Standing),2416.67,105.46
APP-011293,CUST-011293,2022-04-05,Direct Web,37,Full-Time,Mortgage,75857,626,Tier D (Subprime),0.298,Auto Refinance,20000,60,21.82,Disbursed,Active/Funded,Delinquent (30-59 DPD),17858.56,99.33
APP-011294,CUST-011294,2024-08-14,Mobile App,41,Full-Time,Mortgage,91313,713,Tier B (Good),0.305,Home Improvement,17000,60,10.78,Disbursed,Active/Funded,Current (Good Standing),16433.33,115.95
APP-011295,CUST-011295,2023-08-23,Direct Web,35,Full-Time,Rent,41931,714,Tier B (Good),0.215,Debt Consolidation,11500,36,10.36,Credit Approved,Offer Declined,Offer_Rejected,0.0,48.3
APP-011296,CUST-011296,2022-04-26,Mobile App,49,Full-Time,Mortgage,98697,652,Tier C (Fair),0.413,Home Improvement,15000,36,15.89,Credit Approved,Offer Declined,Offer_Rejected,0.0,93.83
APP-011297,CUST-011297,2024-10-18,Mobile App,56,Self-Employed,Mortgage,136340,552,Tier E (Deep Subprime),0.356,Debt Consolidation,32000,60,29.54,Credit Approved,Offer Declined,Offer_Rejected,0.0,85.23
APP-011298,CUST-011298,2024-08-25,Mobile App,21,Full-Time,Mortgage,29855,810,Tier A (Excellent),0.317,Debt Consolidation,12000,36,8.14,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,10.5
APP-011299,CUST-011299,2024-07-09,Direct Web,53,Full-Time,Rent,59089,703,Tier B (Good),0.509,Small Business,33000,36,12.17,Document Verification,Credit Declined,Declined_Credit,0.0,42.1
APP-011300,CUST-011300,2022-09-05,Mobile App,32,Self-Employed,Mortgage,40237,822,Tier A (Excellent),0.348,Home Improvement,29500,36,9.21,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,36.37
APP-011301,CUST-011301,2024-05-09,Direct Web,40,Full-Time,Mortgage,61806,617,Tier D (Subprime),0.339,Home Improvement,6000,36,21.75,Credit Approved,Offer Declined,Offer_Rejected,0.0,86.97
APP-011302,CUST-011302,2023-07-31,Direct Web,47,Contractor,Mortgage,21332,570,Tier E (Deep Subprime),0.22,Home Improvement,29500,60,27.66,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,29.9
